game_id,year_id,comp_id,phase_id,part_id,team_id,opp_team_id,opp_comp_id,opp_phase_id,team_game_num_season,home_away_neutral,win,loss,tie,pts,opp_pts,mp,fg,fga,fg3,fg3a,ft,fta,orb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_ft,opp_fta,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,last_modified
201412100DEN,2015,NBA,REG,NULL,DEN,MIA,NBA,REG,22,h,1,0,0,102,82,240,38,85,8,23,18,27,17,50,21,7,4,10,18,30,82,7,22,15,21,16,42,18,1,6,10,20,"2022-08-03 08:56:59"
201412100DEN,2015,NBA,REG,NULL,MIA,DEN,NBA,REG,22,a,0,1,0,82,102,240,30,82,7,22,15,21,16,42,18,1,6,10,20,38,85,8,23,18,27,17,50,21,7,4,10,18,"2022-08-03 08:56:59"
201412100GSW,2015,NBA,REG,NULL,GSW,HOU,NBA,REG,21,h,1,0,0,105,93,240,40,81,8,23,17,20,6,43,21,9,5,15,16,37,90,9,35,10,15,12,44,15,9,2,15,17,"2022-08-03 08:56:59"
201412100GSW,2015,NBA,REG,NULL,HOU,GSW,NBA,REG,21,a,0,1,0,93,105,240,37,90,9,35,10,15,12,44,15,9,2,15,17,40,81,8,23,17,20,6,43,21,9,5,15,16,"2022-08-03 08:56:59"
201412100IND,2015,NBA,REG,NULL,IND,LAC,NBA,REG,22,h,0,1,0,96,103,240,35,89,9,27,17,22,12,43,27,6,1,11,18,42,88,7,24,12,14,10,50,25,7,7,12,17,"2022-08-03 08:56:59"
201412100IND,2015,NBA,REG,NULL,LAC,IND,NBA,REG,21,a,1,0,0,103,96,240,42,88,7,24,12,14,10,50,25,7,7,12,17,35,89,9,27,17,22,12,43,27,6,1,11,18,"2022-08-03 08:56:59"
201412100MIN,2015,NBA,REG,NULL,MIN,POR,NBA,REG,21,h,1,0,0,90,82,240,32,81,1,12,25,33,20,56,22,13,3,18,19,31,80,10,35,10,12,11,38,20,7,10,20,25,"2022-08-03 08:56:59"
201412100MIN,2015,NBA,REG,NULL,POR,MIN,NBA,REG,22,a,0,1,0,82,90,240,31,80,10,35,10,12,11,38,20,7,10,20,25,32,81,1,12,25,33,20,56,22,13,3,18,19,"2022-08-03 08:56:59"
201412100ORL,2015,NBA,REG,NULL,ORL,WAS,NBA,REG,24,h,0,1,0,89,91,240,38,84,7,15,6,9,8,39,13,7,7,8,12,41,81,5,12,4,9,8,41,26,5,5,9,13,"2022-08-03 08:56:59"
201412100ORL,2015,NBA,REG,NULL,WAS,ORL,NBA,REG,21,a,1,0,0,91,89,240,41,81,5,12,4,9,8,41,26,5,5,9,13,38,84,7,15,6,9,8,39,13,7,7,8,12,"2022-08-03 08:56:59"
201412100SAS,2015,NBA,REG,NULL,NYK,SAS,NBA,REG,24,a,0,1,0,95,109,240,37,76,6,15,15,17,10,36,22,4,1,17,25,37,73,10,19,25,30,8,35,22,10,4,9,16,"2022-08-03 08:56:59"
201412100SAS,2015,NBA,REG,NULL,SAS,NYK,NBA,REG,22,h,1,0,0,109,95,240,37,73,10,19,25,30,8,35,22,10,4,9,16,37,76,6,15,15,17,10,36,22,4,1,17,25,"2022-08-03 08:56:59"
201412110OKC,2015,NBA,REG,NULL,CLE,OKC,NBA,REG,21,a,0,1,0,94,103,240,31,85,9,28,23,30,15,48,20,5,4,14,20,38,87,7,26,20,22,11,46,22,9,11,11,23,"2022-08-03 08:56:59"
201412110OKC,2015,NBA,REG,NULL,OKC,CLE,NBA,REG,22,h,1,0,0,103,94,240,38,87,7,26,20,22,11,46,22,9,11,11,23,31,85,9,28,23,30,15,48,20,5,4,14,20,"2022-08-03 08:56:59"
201412110SAC,2015,NBA,REG,NULL,HOU,SAC,NBA,REG,22,a,1,0,0,113,109,265,38,95,15,44,22,31,14,42,18,13,3,14,27,39,84,8,18,23,34,11,44,22,8,4,21,23,"2022-08-03 08:56:59"
201412110SAC,2015,NBA,REG,NULL,SAC,HOU,NBA,REG,23,h,0,1,0,109,113,265,39,84,8,18,23,34,11,44,22,8,4,21,23,38,95,15,44,22,31,14,42,18,13,3,14,27,"2022-08-03 08:56:59"
201412120ATL,2015,NBA,REG,NULL,ATL,ORL,NBA,REG,22,h,1,0,0,87,81,240,29,78,9,29,20,27,5,42,24,12,3,12,12,30,77,9,26,12,16,9,46,14,3,4,18,27,"2022-08-03 08:56:59"
201412120ATL,2015,NBA,REG,NULL,ORL,ATL,NBA,REG,25,a,0,1,0,81,87,240,30,77,9,26,12,16,9,46,14,3,4,18,27,29,78,9,29,20,27,5,42,24,12,3,12,12,"2022-08-03 08:56:59"
201412120BOS,2015,NBA,REG,NULL,BOS,NYK,NBA,REG,21,h,0,1,0,95,101,240,37,85,7,22,14,18,12,41,28,3,3,17,18,40,81,6,16,15,18,11,40,26,13,5,13,20,"2022-08-03 08:56:59"
201412120BOS,2015,NBA,REG,NULL,NYK,BOS,NBA,REG,25,a,1,0,0,101,95,240,40,81,6,16,15,18,11,40,26,13,5,13,20,37,85,7,22,14,18,12,41,28,3,3,17,18,"2022-08-03 08:56:59"
201412120BRK,2015,NBA,REG,NULL,NJN,PHI,NBA,REG,21,h,1,0,0,88,70,240,36,81,5,20,11,17,13,47,25,16,5,17,15,22,69,11,28,15,20,10,37,18,10,4,23,20,"2022-08-03 08:56:59"
201412120BRK,2015,NBA,REG,NULL,PHI,NJN,NBA,REG,22,a,0,1,0,70,88,240,22,69,11,28,15,20,10,37,18,10,4,23,20,36,81,5,20,11,17,13,47,25,16,5,17,15,"2022-08-03 08:56:59"
201412120CHI,2015,NBA,REG,NULL,CHI,POR,NBA,REG,22,h,1,0,0,115,106,240,44,88,5,15,22,28,14,47,18,5,3,7,11,43,88,12,24,8,11,11,37,20,3,5,10,17,"2022-08-03 08:56:59"
201412120CHI,2015,NBA,REG,NULL,POR,CHI,NBA,REG,23,a,0,1,0,106,115,240,43,88,12,24,8,11,11,37,20,3,5,10,17,44,88,5,15,22,28,14,47,18,5,3,7,11,"2022-08-03 08:56:59"
201412120MEM,2015,NBA,REG,NULL,CHA,MEM,NBA,REG,22,a,0,1,0,107,113,290,41,98,6,17,19,27,13,49,16,8,11,14,29,39,85,6,13,29,38,7,47,21,7,9,20,22,"2022-08-03 08:56:59"
201412120MEM,2015,NBA,REG,NULL,MEM,CHA,NBA,REG,22,h,1,0,0,113,107,290,39,85,6,13,29,38,7,47,21,7,9,20,22,41,98,6,17,19,27,13,49,16,8,11,14,29,"2022-08-03 08:56:59"
201412120MIN,2015,NBA,REG,NULL,MIN,OKC,NBA,REG,22,h,0,1,0,92,111,240,36,78,1,7,19,29,9,31,21,11,9,15,16,45,88,6,24,15,20,16,47,23,11,6,17,23,"2022-08-03 08:56:59"
201412120MIN,2015,NBA,REG,NULL,OKC,MIN,NBA,REG,23,a,1,0,0,111,92,240,45,88,6,24,15,20,16,47,23,11,6,17,23,36,78,1,7,19,29,9,31,21,11,9,15,16,"2022-08-03 08:56:59"
201412120NOP,2015,NBA,REG,NULL,CLE,NOH,NBA,REG,22,a,0,1,0,114,119,240,44,89,8,22,18,23,11,40,22,6,6,6,19,44,79,12,28,19,25,6,39,21,5,6,7,15,"2022-08-03 08:56:59"
201412120NOP,2015,NBA,REG,NULL,NOH,CLE,NBA,REG,22,h,1,0,0,119,114,240,44,79,12,28,19,25,6,39,21,5,6,7,15,44,89,8,22,18,23,11,40,22,6,6,6,19,"2022-08-03 08:56:59"
201412120PHO,2015,NBA,REG,NULL,DET,PHO,NBA,REG,23,a,1,0,0,105,103,240,40,84,4,15,21,27,13,47,17,11,3,18,18,39,83,10,31,15,19,10,37,16,11,5,17,24,"2022-08-03 08:56:59"
201412120PHO,2015,NBA,REG,NULL,PHO,DET,NBA,REG,24,h,0,1,0,103,105,240,39,83,10,31,15,19,10,37,16,11,5,17,24,40,84,4,15,21,27,13,47,17,11,3,18,18,"2022-08-03 08:56:59"
201412120SAS,2015,NBA,REG,NULL,LAL,SAS,NBA,REG,23,a,1,0,0,112,110,265,44,96,12,24,12,15,14,49,27,11,4,14,19,42,90,12,31,14,21,12,47,23,10,5,19,16,"2022-08-03 08:56:59"
201412120SAS,2015,NBA,REG,NULL,SAS,LAL,NBA,REG,23,h,0,1,0,110,112,265,42,90,12,31,14,21,12,47,23,10,5,19,16,44,96,12,24,12,15,14,49,27,11,4,14,19,"2022-08-03 08:56:59"
201412120TOR,2015,NBA,REG,NULL,IND,TOR,NBA,REG,23,a,0,1,0,94,106,240,33,80,8,22,20,23,6,39,24,4,7,12,22,38,91,10,26,20,22,16,52,21,2,3,10,23,"2022-08-03 08:56:59"
201412120TOR,2015,NBA,REG,NULL,TOR,IND,NBA,REG,23,h,1,0,0,106,94,240,38,91,10,26,20,22,16,52,21,2,3,10,23,33,80,8,22,20,23,6,39,24,4,7,12,22,"2022-08-03 08:56:59"
201412120UTA,2015,NBA,REG,NULL,MIA,UTA,NBA,REG,23,a,1,0,0,100,95,240,36,72,7,20,21,31,7,35,19,6,3,9,16,34,77,8,28,19,22,12,44,16,4,6,11,18,"2022-08-03 08:56:59"
201412120UTA,2015,NBA,REG,NULL,UTA,MIA,NBA,REG,23,h,0,1,0,95,100,240,34,77,8,28,19,22,12,44,16,4,6,11,18,36,72,7,20,21,31,7,35,19,6,3,9,16,"2022-08-03 08:56:59"
201412120WAS,2015,NBA,REG,NULL,LAC,WAS,NBA,REG,22,a,0,1,0,96,104,240,32,75,6,20,26,31,12,37,14,7,2,18,20,39,80,9,16,17,21,9,37,28,10,6,14,25,"2022-08-03 08:56:59"
201412120WAS,2015,NBA,REG,NULL,WAS,LAC,NBA,REG,22,h,1,0,0,104,96,240,39,80,9,16,17,21,9,37,28,10,6,14,25,32,75,6,20,26,31,12,37,14,7,2,18,20,"2022-08-03 08:56:59"
201412130CHO,2015,NBA,REG,NULL,CHA,NJN,NBA,REG,23,h,0,1,0,87,114,240,31,79,8,22,17,27,9,34,16,3,4,6,19,42,72,16,23,14,20,4,43,29,4,4,13,24,"2022-08-03 08:56:59"
201412130CHO,2015,NBA,REG,NULL,NJN,CHA,NBA,REG,22,a,1,0,0,114,87,240,42,72,16,23,14,20,4,43,29,4,4,13,24,31,79,8,22,17,27,9,34,16,3,4,6,19,"2022-08-03 08:56:59"
201412130DAL,2015,NBA,REG,NULL,DAL,GSW,NBA,REG,25,h,0,1,0,98,105,240,36,89,5,25,21,30,17,53,14,11,0,15,23,37,83,10,32,21,27,9,45,21,7,7,13,24,"2022-08-03 08:56:59"
201412130DAL,2015,NBA,REG,NULL,GSW,DAL,NBA,REG,22,a,1,0,0,105,98,240,37,83,10,32,21,27,9,45,21,7,7,13,24,36,89,5,25,21,30,17,53,14,11,0,15,23,"2022-08-03 08:56:59"
201412130HOU,2015,NBA,REG,NULL,DEN,HOU,NBA,REG,23,a,0,1,0,96,108,240,36,96,7,28,17,26,15,51,24,7,7,15,26,39,88,10,34,20,34,13,52,20,8,7,14,21,"2022-08-03 08:56:59"
201412130HOU,2015,NBA,REG,NULL,HOU,DEN,NBA,REG,23,h,1,0,0,108,96,240,39,88,10,34,20,34,13,52,20,8,7,14,21,36,96,7,28,17,26,15,51,24,7,7,15,26,"2022-08-03 08:56:59"
201412130IND,2015,NBA,REG,NULL,IND,POR,NBA,REG,24,h,0,1,0,85,95,240,34,88,4,15,13,16,12,49,16,8,2,13,18,40,90,5,17,10,12,11,46,21,9,5,12,21,"2022-08-03 08:56:59"
201412130IND,2015,NBA,REG,NULL,POR,IND,NBA,REG,24,a,1,0,0,95,85,240,40,90,5,17,10,12,11,46,21,9,5,12,21,34,88,4,15,13,16,12,49,16,8,2,13,18,"2022-08-03 08:56:59"
201412130MIL,2015,NBA,REG,NULL,LAC,MIL,NBA,REG,23,a,0,1,0,106,111,240,39,91,14,29,14,19,10,35,24,8,3,12,24,43,76,7,11,18,24,6,39,25,3,4,15,19,"2022-08-03 08:56:59"
201412130MIL,2015,NBA,REG,NULL,MIL,LAC,NBA,REG,24,h,1,0,0,111,106,240,43,76,7,11,18,24,6,39,25,3,4,15,19,39,91,14,29,14,19,10,35,24,8,3,12,24,"2022-08-03 08:56:59"
201412130ORL,2015,NBA,REG,NULL,ATL,ORL,NBA,REG,23,a,0,1,0,99,100,240,35,84,8,27,21,24,9,41,24,4,4,10,19,37,74,10,21,16,21,7,36,26,6,6,15,15,"2022-08-03 08:56:59"
201412130ORL,2015,NBA,REG,NULL,ORL,ATL,NBA,REG,26,h,1,0,0,100,99,240,37,74,10,21,16,21,7,36,26,6,6,15,15,35,84,8,27,21,24,9,41,24,4,4,10,19,"2022-08-03 08:56:59"
201412130PHI,2015,NBA,REG,NULL,MEM,PHI,NBA,REG,23,a,1,0,0,120,115,265,45,93,11,26,19,27,9,42,33,9,4,14,24,40,82,11,28,24,34,10,45,22,11,4,16,24,"2022-08-03 08:56:59"
201412130PHI,2015,NBA,REG,NULL,PHI,MEM,NBA,REG,23,h,0,1,0,115,120,265,40,82,11,28,24,34,10,45,22,11,4,16,24,45,93,11,26,19,27,9,42,33,9,4,14,24,"2022-08-03 08:56:59"
201412130SAC,2015,NBA,REG,NULL,DET,SAC,NBA,REG,24,a,1,0,0,95,90,240,35,79,6,20,19,23,8,43,22,10,9,13,18,33,93,11,29,13,19,22,55,21,4,7,16,18,"2022-08-03 08:56:59"
201412130SAC,2015,NBA,REG,NULL,SAC,DET,NBA,REG,24,h,0,1,0,90,95,240,33,93,11,29,13,19,22,55,21,4,7,16,18,35,79,6,20,19,23,8,43,22,10,9,13,18,"2022-08-03 08:56:59"
201412140DEN,2015,NBA,REG,NULL,DEN,SAS,NBA,REG,24,h,0,1,0,91,99,240,34,83,8,16,15,21,15,45,20,10,4,21,29,34,74,5,16,26,35,11,43,26,9,11,13,20,"2022-08-03 08:56:59"
201412140DEN,2015,NBA,REG,NULL,SAS,DEN,NBA,REG,24,a,1,0,0,99,91,240,34,74,5,16,26,35,11,43,26,9,11,13,20,34,83,8,16,15,21,15,45,20,10,4,21,29,"2022-08-03 08:56:59"
201412140MIA,2015,NBA,REG,NULL,CHI,MIA,NBA,REG,23,a,1,0,0,93,75,240,33,71,9,18,18,21,8,44,21,4,8,19,18,28,80,4,22,15,18,13,40,12,13,5,13,22,"2022-08-03 08:56:59"
201412140MIA,2015,NBA,REG,NULL,MIA,CHI,NBA,REG,24,h,0,1,0,75,93,240,28,80,4,22,15,18,13,40,12,13,5,13,22,33,71,9,18,18,21,8,44,21,4,8,19,18,"2022-08-03 08:56:59"
201412140MIN,2015,NBA,REG,NULL,LAL,MIN,NBA,REG,24,a,1,0,0,100,94,240,34,81,5,17,27,34,11,45,22,10,5,11,17,38,90,3,10,15,20,14,46,25,6,3,14,21,"2022-08-03 08:56:59"
201412140MIN,2015,NBA,REG,NULL,MIN,LAL,NBA,REG,23,h,0,1,0,94,100,240,38,90,3,10,15,20,14,46,25,6,3,14,21,34,81,5,17,27,34,11,45,22,10,5,11,17,"2022-08-03 08:56:59"
201412140NOP,2015,NBA,REG,NULL,GSW,NOH,NBA,REG,23,a,1,0,0,128,122,265,44,86,11,24,29,35,8,46,22,7,9,19,19,47,101,8,27,20,25,12,44,22,14,6,13,27,"2022-08-03 08:56:59"
201412140NOP,2015,NBA,REG,NULL,NOH,GSW,NBA,REG,23,h,0,1,0,122,128,265,47,101,8,27,20,25,12,44,22,14,6,13,27,44,86,11,24,29,35,8,46,22,7,9,19,19,"2022-08-03 08:56:59"
201412140NYK,2015,NBA,REG,NULL,NYK,TOR,NBA,REG,26,h,0,1,0,90,95,265,29,78,9,29,23,28,12,43,15,11,4,22,22,36,78,9,24,14,18,9,42,24,14,2,23,25,"2022-08-03 08:56:59"
201412140NYK,2015,NBA,REG,NULL,TOR,NYK,NBA,REG,24,a,1,0,0,95,90,265,36,78,9,24,14,18,9,42,24,14,2,23,25,29,78,9,29,23,28,12,43,15,11,4,22,22,"2022-08-03 08:56:59"
201412140OKC,2015,NBA,REG,NULL,OKC,PHO,NBA,REG,24,h,1,0,0,112,88,240,39,80,4,18,30,34,14,63,20,7,5,18,19,34,99,7,31,13,18,14,40,21,11,3,10,22,"2022-08-03 08:56:59"
201412140OKC,2015,NBA,REG,NULL,PHO,OKC,NBA,REG,25,a,0,1,0,88,112,240,34,99,7,31,13,18,14,40,21,11,3,10,22,39,80,4,18,30,34,14,63,20,7,5,18,19,"2022-08-03 08:56:59"
201412140WAS,2015,NBA,REG,NULL,UTA,WAS,NBA,REG,24,a,0,1,0,84,93,240,30,78,5,17,19,28,12,45,13,8,7,17,18,41,84,4,13,7,12,10,41,20,11,9,15,21,"2022-08-03 08:56:59"
201412140WAS,2015,NBA,REG,NULL,WAS,UTA,NBA,REG,23,h,1,0,0,93,84,240,41,84,4,13,7,12,10,41,20,11,9,15,21,30,78,5,17,19,28,12,45,13,8,7,17,18,"2022-08-03 08:56:59"
201412150ATL,2015,NBA,REG,NULL,ATL,CHI,NBA,REG,24,h,1,0,0,93,86,240,36,83,7,21,14,17,5,40,26,10,7,9,17,35,93,6,29,10,14,15,57,18,3,6,14,17,"2022-08-03 08:56:59"
201412150ATL,2015,NBA,REG,NULL,CHI,ATL,NBA,REG,24,a,0,1,0,86,93,240,35,93,6,29,10,14,15,57,18,3,6,14,17,36,83,7,21,14,17,5,40,26,10,7,9,17,"2022-08-03 08:56:59"
201412150CLE,2015,NBA,REG,NULL,CHA,CLE,NBA,REG,24,a,0,1,0,88,97,240,38,83,5,16,7,14,5,37,22,4,5,10,14,38,83,9,24,12,17,8,43,28,10,5,10,14,"2022-08-03 08:56:59"
201412150CLE,2015,NBA,REG,NULL,CLE,CHA,NBA,REG,23,h,1,0,0,97,88,240,38,83,9,24,12,17,8,43,28,10,5,10,14,38,83,5,16,7,14,5,37,22,4,5,10,14,"2022-08-03 08:56:59"
201412150IND,2015,NBA,REG,NULL,IND,LAL,NBA,REG,25,h,1,0,0,110,91,240,40,83,7,17,23,27,11,53,21,7,2,13,20,29,88,10,26,23,29,11,38,14,10,5,9,20,"2022-08-03 08:56:59"
201412150IND,2015,NBA,REG,NULL,LAL,IND,NBA,REG,25,a,0,1,0,91,110,240,29,88,10,26,23,29,11,38,14,10,5,9,20,40,83,7,17,23,27,11,53,21,7,2,13,20,"2022-08-03 08:56:59"
201412150LAC,2015,NBA,REG,NULL,DET,LAC,NBA,REG,25,a,0,1,0,91,113,240,35,83,8,27,13,22,17,41,23,10,3,17,19,43,80,12,24,15,20,12,41,35,9,3,14,21,"2022-08-03 08:56:59"
201412150LAC,2015,NBA,REG,NULL,LAC,DET,NBA,REG,24,h,1,0,0,113,91,240,43,80,12,24,15,20,12,41,35,9,3,14,21,35,83,8,27,13,22,17,41,23,10,3,17,19,"2022-08-03 08:56:59"
201412150PHI,2015,NBA,REG,NULL,BOS,PHI,NBA,REG,22,a,1,0,0,105,87,240,38,86,6,25,23,35,16,52,26,15,5,22,23,33,93,4,28,17,21,16,48,19,11,9,22,28,"2022-08-03 08:56:59"
201412150PHI,2015,NBA,REG,NULL,PHI,BOS,NBA,REG,24,h,0,1,0,87,105,240,33,93,4,28,17,21,16,48,19,11,9,22,28,38,86,6,25,23,35,16,52,26,15,5,22,23,"2022-08-03 08:56:59"
201412150PHO,2015,NBA,REG,NULL,MIL,PHO,NBA,REG,25,a,1,0,0,96,94,240,35,73,8,16,18,22,5,33,23,10,1,21,27,30,75,12,38,22,27,16,42,17,12,5,20,24,"2022-08-03 08:56:59"
201412150PHO,2015,NBA,REG,NULL,PHO,MIL,NBA,REG,26,h,0,1,0,94,96,240,30,75,12,38,22,27,16,42,17,12,5,20,24,35,73,8,16,18,22,5,33,23,10,1,21,27,"2022-08-03 08:56:59"
201412150POR,2015,NBA,REG,NULL,POR,SAS,NBA,REG,25,h,1,0,0,108,95,240,41,89,7,18,19,22,11,46,18,8,2,11,19,38,78,4,11,15,22,9,42,19,5,4,15,21,"2022-08-03 08:56:59"
201412150POR,2015,NBA,REG,NULL,SAS,POR,NBA,REG,25,a,0,1,0,95,108,240,38,78,4,11,15,22,9,42,19,5,4,15,21,41,89,7,18,19,22,11,46,18,8,2,11,19,"2022-08-03 08:56:59"
201412150TOR,2015,NBA,REG,NULL,ORL,TOR,NBA,REG,27,a,0,1,0,82,95,240,36,74,4,15,6,8,6,36,13,5,7,19,19,37,83,11,30,10,15,12,39,25,8,4,11,14,"2022-08-03 08:56:59"
201412150TOR,2015,NBA,REG,NULL,TOR,ORL,NBA,REG,25,h,1,0,0,95,82,240,37,83,11,30,10,15,12,39,25,8,4,11,14,36,74,4,15,6,8,6,36,13,5,7,19,19,"2022-08-03 08:56:59"
201412160BRK,2015,NBA,REG,NULL,MIA,NJN,NBA,REG,25,a,1,0,0,95,91,240,33,72,9,24,20,26,7,41,20,9,2,18,23,30,77,8,28,23,32,11,37,25,9,2,17,26,"2022-08-03 08:56:59"
201412160BRK,2015,NBA,REG,NULL,NJN,MIA,NBA,REG,23,h,0,1,0,91,95,240,30,77,8,28,23,32,11,37,25,9,2,17,26,33,72,9,24,20,26,7,41,20,9,2,18,23,"2022-08-03 08:56:59"
201412160MEM,2015,NBA,REG,NULL,GSW,MEM,NBA,REG,24,a,0,1,0,98,105,240,39,95,9,31,11,12,15,49,18,9,11,14,19,42,92,5,14,16,19,10,48,24,9,4,12,16,"2022-08-03 08:56:59"
201412160MEM,2015,NBA,REG,NULL,MEM,GSW,NBA,REG,24,h,1,0,0,105,98,240,42,92,5,14,16,19,10,48,24,9,4,12,16,39,95,9,31,11,12,15,49,18,9,11,14,19,"2022-08-03 08:56:59"
201412160NOP,2015,NBA,REG,NULL,NOH,UTA,NBA,REG,24,h,1,0,0,119,111,240,47,79,8,16,17,18,9,32,24,9,9,16,20,45,90,5,15,16,19,18,37,19,6,7,15,18,"2022-08-03 08:56:59"
201412160NOP,2015,NBA,REG,NULL,UTA,NOH,NBA,REG,25,a,0,1,0,111,119,240,45,90,5,15,16,19,18,37,19,6,7,15,18,47,79,8,16,17,18,9,32,24,9,9,16,20,"2022-08-03 08:56:59"
201412160NYK,2015,NBA,REG,NULL,DAL,NYK,NBA,REG,26,a,1,0,0,107,87,240,42,83,15,33,8,8,10,41,30,9,4,17,14,37,84,5,21,8,10,10,35,23,11,5,12,13,"2022-08-03 08:56:59"
201412160NYK,2015,NBA,REG,NULL,NYK,DAL,NBA,REG,27,h,0,1,0,87,107,240,37,84,5,21,8,10,10,35,23,11,5,12,13,42,83,15,33,8,8,10,41,30,9,4,17,14,"2022-08-03 08:56:59"
201412160SAC,2015,NBA,REG,NULL,OKC,SAC,NBA,REG,25,a,1,0,0,104,92,240,41,87,6,20,16,24,12,41,18,9,9,10,20,36,84,5,18,15,17,13,48,21,7,3,17,21,"2022-08-03 08:56:59"
201412160SAC,2015,NBA,REG,NULL,SAC,OKC,NBA,REG,25,h,0,1,0,92,104,240,36,84,5,18,15,17,13,48,21,7,3,17,21,41,87,6,20,16,24,12,41,18,9,9,10,20,"2022-08-03 08:56:59"
201412160WAS,2015,NBA,REG,NULL,MIN,WAS,NBA,REG,24,a,0,1,0,95,109,240,36,81,3,8,20,35,11,41,17,7,5,9,18,43,86,10,17,13,18,10,46,29,7,8,10,25,"2022-08-03 08:56:59"
201412160WAS,2015,NBA,REG,NULL,WAS,MIN,NBA,REG,24,h,1,0,0,109,95,240,43,86,10,17,13,18,10,46,29,7,8,10,25,36,81,3,8,20,35,11,41,17,7,5,9,18,"2022-08-03 08:56:59"
201412170BOS,2015,NBA,REG,NULL,BOS,ORL,NBA,REG,23,h,1,0,0,109,92,240,44,80,7,19,14,18,7,42,25,9,8,14,16,37,85,5,19,13,15,10,36,17,8,1,12,16,"2022-08-03 08:56:59"
201412170BOS,2015,NBA,REG,NULL,ORL,BOS,NBA,REG,28,a,0,1,0,92,109,240,37,85,5,19,13,15,10,36,17,8,1,12,16,44,80,7,19,14,18,7,42,25,9,8,14,16,"2022-08-03 08:56:59"
201412170CHO,2015,NBA,REG,NULL,CHA,PHO,NBA,REG,25,h,0,1,0,106,111,240,40,86,10,24,16,22,8,35,22,6,3,6,16,43,82,9,25,16,21,8,43,22,4,7,8,15,"2022-08-03 08:56:59"
201412170CHO,2015,NBA,REG,NULL,PHO,CHA,NBA,REG,27,a,1,0,0,111,106,240,43,82,9,25,16,21,8,43,22,4,7,8,15,40,86,10,24,16,22,8,35,22,6,3,6,16,"2022-08-03 08:56:59"
201412170CLE,2015,NBA,REG,NULL,ATL,CLE,NBA,REG,25,a,1,0,0,127,98,240,49,76,16,28,13,16,6,40,36,3,5,9,17,37,82,8,30,16,21,10,33,24,3,0,8,17,"2022-08-03 08:56:59"
201412170CLE,2015,NBA,REG,NULL,CLE,ATL,NBA,REG,24,h,0,1,0,98,127,240,37,82,8,30,16,21,10,33,24,3,0,8,17,49,76,16,28,13,16,6,40,36,3,5,9,17,"2022-08-03 08:56:59"
201412170DEN,2015,NBA,REG,NULL,DEN,HOU,NBA,REG,25,h,0,1,0,111,115,265,40,99,13,30,18,23,16,51,30,8,1,15,36,35,85,8,28,37,48,10,55,17,7,5,16,23,"2022-08-03 08:56:59"
201412170DEN,2015,NBA,REG,NULL,HOU,DEN,NBA,REG,24,a,1,0,0,115,111,265,35,85,8,28,37,48,10,55,17,7,5,16,23,40,99,13,30,18,23,16,51,30,8,1,15,36,"2022-08-03 08:56:59"
201412170DET,2015,NBA,REG,NULL,DAL,DET,NBA,REG,27,a,1,0,0,117,106,240,40,79,10,22,27,35,9,45,29,9,4,14,15,40,89,13,33,13,19,10,42,22,9,4,11,27,"2022-08-03 08:56:59"
201412170DET,2015,NBA,REG,NULL,DET,DAL,NBA,REG,26,h,0,1,0,106,117,240,40,89,13,33,13,19,10,42,22,9,4,11,27,40,79,10,22,27,35,9,45,29,9,4,14,15,"2022-08-03 08:56:59"
201412170LAC,2015,NBA,REG,NULL,IND,LAC,NBA,REG,26,a,0,1,0,100,102,240,40,90,4,19,16,23,14,43,27,6,4,12,30,34,78,6,18,28,45,14,51,20,7,4,12,15,"2022-08-03 08:56:59"
201412170LAC,2015,NBA,REG,NULL,LAC,IND,NBA,REG,25,h,1,0,0,102,100,240,34,78,6,18,28,45,14,51,20,7,4,12,15,40,90,4,19,16,23,14,43,27,6,4,12,30,"2022-08-03 08:56:59"
201412170MIA,2015,NBA,REG,NULL,MIA,UTA,NBA,REG,26,h,0,1,0,87,105,240,27,70,4,17,29,40,8,31,10,10,0,11,24,35,66,14,25,21,24,6,38,23,4,5,18,26,"2022-08-03 08:56:59"
201412170MIA,2015,NBA,REG,NULL,UTA,MIA,NBA,REG,26,a,1,0,0,105,87,240,35,66,14,25,21,24,6,38,23,4,5,18,26,27,70,4,17,29,40,8,31,10,10,0,11,24,"2022-08-03 08:56:59"
201412170POR,2015,NBA,REG,NULL,MIL,POR,NBA,REG,26,a,0,1,0,97,104,240,37,77,7,19,16,22,5,32,16,8,0,13,25,41,87,7,23,15,29,16,52,25,4,3,14,19,"2022-08-03 08:56:59"
201412170POR,2015,NBA,REG,NULL,POR,MIL,NBA,REG,26,h,1,0,0,104,97,240,41,87,7,23,15,29,16,52,25,4,3,14,19,37,77,7,19,16,22,5,32,16,8,0,13,25,"2022-08-03 08:56:59"
201412170SAS,2015,NBA,REG,NULL,MEM,SAS,NBA,REG,25,a,1,0,0,117,116,315,48,107,10,27,11,14,13,58,29,12,6,12,27,43,105,17,35,13,27,19,60,31,6,11,14,16,"2022-08-03 08:56:59"
201412170SAS,2015,NBA,REG,NULL,SAS,MEM,NBA,REG,26,h,0,1,0,116,117,315,43,105,17,35,13,27,19,60,31,6,11,14,16,48,107,10,27,11,14,13,58,29,12,6,12,27,"2022-08-03 08:56:59"
